school_id_A,school_id_B,root_school_name_A,root_school_old_name1_B,school_level_A,school_level_old_name1_B,district_A,district_B,Fuzzy_match_score,Match_Type
15075,32632,jamuna,jamuna,pravi,pravi,dolakha,dolakha,3.0,"District: complete, School level: complete, Root name: complete"
15083,14971,rama saskrrita,ram sanskrit,mavi,mavi,tehrathum,tehrathum,3.0,"District: complete, School level: complete, Root name: complete"
15090,14405,pamcha kanya,padma kanya,pravi,pravi,panchthar,panchthar,3.0,"District: complete, School level: complete, Root name: complete"
15091,12966,kalika,kalika,pravi,pravi,panchthar,panchthar,3.0,"District: complete, School level: complete, Root name: complete"
15092,16011,buddha,buddha,pravi,pravi,panchthar,panchthar,3.0,"District: complete, School level: complete, Root name: complete"
15124,16155,jorapokhari,jorpokhari,mavi,mavi,panchthar,panchthar,3.0,"District: complete, School level: complete, Root name: complete"
15176,7142,badimalika,badi malika,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15180,2176,adarsha,adarsha,avi,avi,bara,bara,3.0,"District: complete, School level: complete, Root name: complete"
15203,7989,dhalapura,dhabalapura,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15210,73529,sarasvati,saraswati,nimavi,nimavi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15221,72259,kholidada,kholidanda,nimavi,nimavi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15235,71704,janata,janata,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15241,36216,bala shiksha,bal sikshya,mavi,mavi,sindhupalchok,sindhupalchok,3.0,"District: complete, School level: complete, Root name: complete"
15242,55236,shiva gadhi,shivagadhi,pravi,pravi,kapilbastu,kapilbastu,3.0,"District: complete, School level: complete, Root name: complete"
15262,74518,thumathala,thumthala,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15272,72999,nepala rashtiya,nepal rastriya,nimavi,nimavi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15286,36901,takure,takure,pravi,pravi,sindhupalchok,sindhupalchok,3.0,"District: complete, School level: complete, Root name: complete"
15292,7394,bhagavati,bhagawati,nimavi,nimavi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
15298,7244,balabikasa,balbikas,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15307,7221,bala kalyana,bal kalyan,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15309,7994,dhanalata,dhanalta,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15310,74142,satya,satya,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15320,7514,bhavani,bhawani,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15323,55400,gajedi,gajedi,mavi,mavi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
15324,55533,khudavagara,khudabagar,mavi,mavi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
15326,55328,belahiya,belahiya,mavi,mavi,rupandehi,rupandehi,3.0,"District: complete, School level: complete, Root name: complete"
15327,73546,sarasvati,saraswati,pravi,pravi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
15339,74559,tripurasundari,tripura sundari,pravi,pravi,bajura,bajura,3.0,"District: complete, School level: complete, Root name: complete"
15356,16616,siddhakaya,siddhakaya,pravi,pravi,dhankuta,dhankuta,3.0,"District: complete, School level: complete, Root name: complete"
15451,55710,ridi,ridi,mavi,mavi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
15452,2227,,,avi,avi,sarlahi,sarlahi,3.0,"District: complete, School level: complete, Root name: complete"
15463,24723,rashtiya,rastriya,avi,avi,sarlahi,sarlahi,3.0,"District: complete, School level: complete, Root name: complete"
15472,22876,nepala rashtiya phula kumari mahato,nepal rastriya phul kumari mahato,mavi,mavi,siraha,siraha,3.0,"District: complete, School level: complete, Root name: complete"
