school_id_A,school_id_B,root_school_name_A,root_school_old_name2_B,school_level_A,school_level_old_name2_B,district_A,district_B,Fuzzy_match_score,Match_Type
26549,1981,dipenddha,buddha,pravi,pravi,nawalparasi,okhaldhunga,1.5,"District: no match, School level: complete, Root name: partial"
26554,13116,kankai,kankai,mavi,avi,ilam,jhapa,2.0,"District: no match, School level: no match, Root name: complete"
26555,11116,j~nanodaya,chandrodaya,pravi,pravi,myagdi,khotang,1.5,"District: no match, School level: complete, Root name: partial"
26557,71878,kalsaini,kailash,avi,avi,baitadi,baitadi,2.0,"District: complete, School level: complete, Root name: partial"
26563,36541,kalika,kalika,avi,avi,nawalparasi,makwanpur,2.5,"District: no match, School level: complete, Root name: complete"
26561,11334,devachuli,devkota,avi,avi,nawalparasi,ilam,1.5,"District: no match, School level: complete, Root name: partial"
26568,23420,ne ra,ne  stuwahi,pravi,pravi,bara,bara,2.0,"District: complete, School level: complete, Root name: partial"
26567,15159,sirijamga,sagarmatga,mavi,nimavi,panchthar,panchthar,1.5,"District: complete, School level: no match, Root name: partial"
26569,1144,bala shiksha,amar singh,avi,avi,panchthar,tehrathum,1.5,"District: no match, School level: complete, Root name: partial"
26570,15790,siddheshvara,sharada,mavi,mavi,banke,sankhuwasabha,1.5,"District: no match, School level: complete, Root name: partial"
26573,13128,kanyadevi,kanya devi,mavi,pravi,dhankuta,dhankuta,2.5,"District: complete, School level: no match, Root name: complete"
26572,15484,simhapura pashupati,saraswti,mavi,nimavi,panchthar,panchthar,1.5,"District: complete, School level: no match, Root name: partial"
26574,63312,pashupati,pashupati,mavi,mavi,jhapa,jajarkot,2.5,"District: no match, School level: complete, Root name: complete"
26575,12611,sarathukpa,janata,avi,avi,dhankuta,morang,1.5,"District: no match, School level: complete, Root name: partial"
26576,36225,balahita,balhit,avi,pravi,nawalparasi,kavrepalanchok,2.0,"District: no match, School level: no match, Root name: complete"
26577,11835,sarvodaya janaka,gyanodaya u,mavi,mavi,baglung,sunsari,1.5,"District: no match, School level: complete, Root name: partial"
26580,15709,shahidasmrriti,sahid smriti,avi,avi,okhaldhunga,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
26579,55446,chipakhola,himalaya,avi,avi,rukum purba,rukum purba,2.0,"District: complete, School level: complete, Root name: partial"
26584,11038,belichameli,champadevi,avi,mavi,okhaldhunga,okhaldhunga,1.5,"District: complete, School level: no match, Root name: partial"
26585,1252,gaguda,arunodaya,avi,avi,achham,jhapa,1.5,"District: no match, School level: complete, Root name: partial"
26587,15911,mamakha,adarsha,mavi,mavi,okhaldhunga,morang,1.5,"District: no match, School level: complete, Root name: partial"
26590,24281,devisthana,devi shanta,pravi,pravi,okhaldhunga,parsa,2.5,"District: no match, School level: complete, Root name: complete"
26588,36397,siddhi ganesha,ganesh,mavi,mavi,kathmandu,kathmandu,2.0,"District: complete, School level: complete, Root name: partial"
26593,63059,bhavani,bhawani,avi,avi,nawalparasi,kalikot,2.5,"District: no match, School level: complete, Root name: complete"
26591,13116,bhulkepani,kankai,avi,avi,nawalparasi,jhapa,1.5,"District: no match, School level: complete, Root name: partial"
26595,16050,dipendra,dipendra,mavi,pravi,nawalparasi,jhapa,2.0,"District: no match, School level: no match, Root name: complete"
