school_id,district,modified_name,modified_name_school_level,modified_name_root,modified_old_name1,modified_old_name1_school_level,modified_old_name1_root,modified_old_name2,modified_old_name2_school_level,modified_old_name2_root,district
6447,salyan,bidyagyan pravi tilpokhari,pravi,bidyagyan  tilpokhari,,,,,,,salyan
6448,dailekh,bidyamandir babike,,bidyamandir babike,,,,,,,dailekh
6449,humla,bihani pravi,pravi,bihani,,,,,,,humla
6450,mugu,bijay avi sipa,avi,bijay  sipa,bijay pravi,pravi,bijay,,,,mugu
6451,dailekh,bijay pravi,pravi,bijay,,,,,,,dailekh
6452,jajarkot,bijay pravi,pravi,bijay,,,,,,,jajarkot
6453,salyan,bijay pravi sanigare,pravi,bijay  sanigare,,,,,,,salyan
6454,mugu,bijaya avi jethabada,avi,bijaya  jethabada,bijaya pravi jethabada mugu,pravi,bijaya  jethabada mugu,,,,mugu
6455,jajarkot,bijaya mavi,mavi,bijaya,,,,,,,jajarkot
6456,jajarkot,bijaya pravi,pravi,bijaya,,,,,,,jajarkot
6457,mugu,bijaya mavi kalai mugu,mavi,bijaya  kalai mugu,bijaya mavi kalai mugu,mavi,bijaya  kalai mugu,,,,mugu
6458,kalikot,bijayapur pravi,pravi,bijayapur,,,,,,,kalikot
6459,rukum paschim,bijayashwori avi,avi,bijayashwori,bijayashwori avi chaurjahari,avi,bijayashwori  chaurjahari,avi bijayashwori,avi,bijayashwori,rukum paschim
6460,rukum paschim,bijayshwori mavi eng medium b school,mavi,bijayshwori  eng medium b school,bijayashwori s eng medium b school,,bijayashwori s eng medium b school,bijayashwori ebs,,bijayashwori ebs,rukum paschim
6461,rukum paschim,bikat avi,avi,bikat,bikat pravi,pravi,bikat,,,,rukum paschim
6462,dailekh,binda basini pravi dullu chhuwala,pravi,binda basini  dullu chhuwala,binda basini avi,avi,binda basini,,,,dailekh
6463,jajarkot,binda basini pravi,pravi,binda basini,,,,,,,jajarkot
6464,jumla,bindrasaini avi,avi,bindrasaini,,,,,,,jumla
6465,dailekh,bindrasaini mavi,mavi,bindrasaini,bindrasaini mavi,mavi,bindrasaini,,,,dailekh
6466,jajarkot,binodlal smirti samudayik balbikas kendra,,binodlal smirti samudayik balbikas kendra,,,,,,,jajarkot
6467,kalikot,birabal smriti ba bi ke,,birabal smriti ba bi ke,,,,,,,kalikot
6468,jajarkot,birendra aishawarya pravi limsa,pravi,birendra aishawarya  limsa,birendra aishawarya pravi,pravi,birendra aishawarya,,,,jajarkot
6469,jajarkot,birendra aishwarya mavi bidhyalaya,mavi,birendra aishwarya  bidhyalaya,birendra aishwarya mavi limsa,mavi,birendra aishwarya  limsa,,,,jajarkot
6470,jajarkot,birendra avi,avi,birendra,birendra pravi talegaun,pravi,birendra  talegaun,birendra pravi,pravi,birendra,jajarkot
6471,jajarkot,birendra avi,avi,birendra,birendra nimavi,nimavi,birendra,,,,jajarkot
6472,jajarkot,birendra avi,avi,birendra,birendra pravi,pravi,birendra,,,,jajarkot
6473,dailekh,birendra avi niraga,avi,birendra  niraga,birendra pravi,pravi,birendra,,,,dailekh
6474,jajarkot,birendra himalaya mavi,mavi,birendra himalaya,birendra himalaya mavi tallu,mavi,birendra himalaya  tallu,,,,jajarkot
6475,jajarkot,birendra himalaya pravi,pravi,birendra himalaya,,,,,,,jajarkot
6476,jajarkot,birendra pravi,pravi,birendra,birendra avi,avi,birendra,,,,jajarkot
6477,jajarkot,birendra pravi,pravi,birendra,birendra pravi,pravi,birendra,birendra pravi,pravi,birendra,jajarkot
6478,rukum paschim,birendra mavi,mavi,birendra,birendra mavi banphikot,mavi,birendra  banphikot,birendra mavi banphikot,mavi,birendra  banphikot,rukum paschim
6479,salyan,birendra mavi,mavi,birendra,birendra mavi,mavi,birendra,birendra mavi,mavi,birendra,salyan
6480,jajarkot,birendra mavi,mavi,birendra,birendra mavi,mavi,birendra,birendra mavi,mavi,birendra,jajarkot
6481,dailekh,birendra mavi aathabis municipality dailekh,mavi,birendra  aathabis municipality dailekh,birendra mavi,mavi,birendra,,,,dailekh
6482,surkhet,bishalchowk model academy,,bishalchowk model academy,,,,,,,surkhet
6483,salyan,bisheshwar avi,avi,bisheshwar,bisheshwar avi triveni,avi,bisheshwar  triveni,,,,salyan
6484,surkhet,bisheswar avi olidera,avi,bisheswar  olidera,bisheswar pravi simta ga pa kaphalkot surkhet,pravi,bisheswar  simta ga pa kaphalkot surkhet,bisheswar pravi,pravi,bisheswar,surkhet
6485,salyan,bishnu avi,avi,bishnu,bishnu pravi,pravi,bishnu,,,,salyan
6486,jumla,bishnu avi,avi,bishnu,bishnu pravi,pravi,bishnu,,,,jumla
6487,salyan,bishnu avi kumakh marmaparikanda salyan,avi,bishnu  kumakh marmaparikanda salyan,bishnu pravi,pravi,bishnu,,,,salyan
6488,surkhet,bishnu jyoti pravi biurani barahatal,pravi,bishnu jyoti  biurani barahatal,,,,,,,surkhet
6489,jajarkot,bishnu pravi,pravi,bishnu,,,,,,,jajarkot
6490,dailekh,bishnu pravi olidanda,pravi,bishnu  olidanda,,,,,,,dailekh
6491,mugu,bishnudev samudayik bal vikas kendra,,bishnudev samudayik bal vikas kendra,,,,,,,mugu
6492,jajarkot,bishwo avi,avi,bishwo,bishwo nimavi,nimavi,bishwo,,,,jajarkot
6493,jajarkot,bishwo jana shakti pravi,pravi,bishwo jana shakti,,,,,,,jajarkot
6494,jajarkot,bishwo janashakti bbk,,bishwo janashakti bbk,,,,,,,jajarkot
6495,surkhet,bishwo jyoti academy,,bishwo jyoti academy,,,,,,,surkhet
6496,jajarkot,bishwo pravi,pravi,bishwo,,,,,,,jajarkot
6497,surkhet,bishwokali avi sanilekh,avi,bishwokali  sanilekh,,,,,,,surkhet
6498,mugu,bistalin samudayik babike,,bistalin samudayik babike,,,,,,,mugu
6499,surkhet,biswo jyoti pravi devastal,pravi,biswo jyoti  devastal,biswo jyoti pravi debistal,pravi,biswo jyoti  debistal,,,,surkhet
6500,surkhet,blooming bud school,,blooming bud school,blooming bud avi,avi,blooming bud,,,,surkhet
6501,salyan,blue diamond english boarding school,,blue diamond english boarding school,,,,,,,salyan
6502,jajarkot,bojawari babike kushe luwargaun jajarkot,,bojawari babike kushe luwargaun jajarkot,bojawari babike,,bojawari babike,,,,jajarkot
6503,dailekh,bp pravi,pravi,bp,,,,,,,dailekh
6504,dailekh,bp pravi gurans dudapokhara,pravi,bp  gurans dudapokhara,,,,,,,dailekh
6505,rukum paschim,brahamadevi pravi,pravi,brahamadevi,,,,,,,rukum paschim
6506,dailekh,brahamakunda pravi chakha patangani,pravi,brahamakunda  chakha patangani,,,,,,,dailekh
6507,dailekh,bramahankunda pravi,pravi,bramahankunda,,,,,,,dailekh
6508,jajarkot,bramha pakhu pravi,pravi,bramha pakhu,,,,,,,jajarkot
6509,surkhet,bright future academy,,bright future academy,,,,,,,surkhet
6510,dailekh,bright future academy,,bright future academy,,,,,,,dailekh
6511,mugu,bright future ebs,,bright future ebs,,,,,,,mugu
6512,salyan,bright human academy basic,,bright human academy basic,bright human academy,,bright human academy,,,,salyan
6513,surkhet,bright nature ebs jhingni,,bright nature ebs jhingni,bright nature ebs,,bright nature ebs,,,,surkhet
6514,salyan,bright pearl academy,,bright pearl academy,bright pearl academy sitalpati salyan,,bright pearl academy sitalpati salyan,,,,salyan
6515,salyan,bright roseland english boarding school,,bright roseland english boarding school,,,,,,,salyan
6516,surkhet,bright star academy,,bright star academy,,,,,,,surkhet
6517,surkhet,brightland mavi pipira,mavi,brightland  pipira,brightland ebs,,brightland ebs,,,,surkhet
6518,dailekh,brightstar ebs,,brightstar ebs,,,,,,,dailekh
6519,salyan,buddha avi,avi,buddha,buddha pravi gairikateri,pravi,buddha  gairikateri,buddha pravi,pravi,buddha,salyan
6520,humla,buddha avi,avi,buddha,buddha avi hepka,avi,buddha  hepka,buddha avi,avi,buddha,humla
6521,surkhet,buddha avi pokhari danda,avi,buddha  pokhari danda,buddha pravi pokhari danda,pravi,buddha  pokhari danda,,,,surkhet
6522,mugu,buddha education academy maha mugu,,buddha education academy maha mugu,,,,,,,mugu
6523,mugu,buddha model mavi,mavi,buddha model,buddha model mavi mangri mugu,mavi,buddha model  mangri mugu,buddha mavi,mavi,buddha,mugu
6524,salyan,buddha pravi suntakura,pravi,buddha  suntakura,,,,,,,salyan
6525,dailekh,buddha pravi guranes dobato,pravi,buddha  guranes dobato,,,,,,,dailekh
6526,salyan,buddhajankalyan mavi melatakura kumakh salyan,mavi,buddhajankalyan  melatakura kumakh salyan,,,,,,,salyan
6527,jajarkot,buddhi avi,avi,buddhi,buddhi nimavi,nimavi,buddhi,,,,jajarkot
6528,humla,budhi bikash avi,avi,budhi bikash,budhi bikash pravi,pravi,budhi bikash,,,,humla
6529,jumla,budumasta babike,,budumasta babike,,,,,,,jumla
6530,kalikot,buki malika avi,avi,buki malika,,,,,,,kalikot
6531,kalikot,bukimalika babike,,bukimalika babike,,,,,,,kalikot
6532,surkhet,bulbule bheri academy,,bulbule bheri academy,,,,,,,surkhet
6533,dailekh,bulbule pravi,pravi,bulbule,,,,,,,dailekh
6534,surkhet,celandine academy,,celandine academy,,,,,,,surkhet
6535,surkhet,celandine academy,,celandine academy,,,,,,,surkhet
6536,dailekh,chadunga pravi dullu kunkatiya,pravi,chadunga  dullu kunkatiya,chadunga pravi,pravi,chadunga,,,,dailekh
6537,salyan,chakra avi kumakh golakpur salyan,avi,chakra  kumakh golakpur salyan,chakra pravi,pravi,chakra,,,,salyan
6538,dailekh,chalna chautara pravi,pravi,chalna chautara,,,,,,,dailekh
6539,kalikot,chamatkar avi banjhkot,avi,chamatkar  banjhkot,chamatkar avi,avi,chamatkar,chamatkar pravi,pravi,chamatkar,kalikot
6540,humla,chamkilo laligurash ecd,,chamkilo laligurash ecd,chamkilo laligurash babike,,chamkilo laligurash babike,,,,humla
6541,dailekh,chamunda bidyamandir,,chamunda bidyamandir,,,,,,,dailekh
6542,dailekh,chamunda mavi,mavi,chamunda,,,,,,,dailekh
6543,jajarkot,chamwala devi avi,avi,chamwala devi,chamwala devi pravi,pravi,chamwala devi,champala devi pravi,pravi,champala devi,jajarkot
6544,kalikot,chandadevi avi,avi,chandadevi,,,,,,,kalikot
6545,rukum paschim,chandan nath avi dangrichaur,avi,chandan nath  dangrichaur,chandan nath pravi dangrichaur,pravi,chandan nath  dangrichaur,,,,rukum paschim
6546,dolpa,chandannath avi,avi,chandannath,,,,,,,dolpa
6547,jumla,chandannath ebs,,chandannath ebs,,,,,,,jumla
6548,jumla,chandannath gurukul pathasala,,chandannath gurukul pathasala,,,,,,,jumla
6549,salyan,chandeshwori pravi,pravi,chandeshwori,,,,,,,salyan
6550,dailekh,chandeshwori pravi gurans r m okhreni dailekh,pravi,chandeshwori  gurans r m okhreni dailekh,chandeshwori pravi gurans okharani,pravi,chandeshwori  gurans okharani,,,,dailekh
6551,mugu,chandra bal viks kendra,,chandra bal viks kendra,chandra bbk,,chandra bbk,,,,mugu
6552,jajarkot,chandra dipak mavi,mavi,chandra dipak,chandra dipak mavi,mavi,chandra dipak,,,,jajarkot
6553,rukum paschim,chandra ganga avi trisule,avi,chandra ganga  trisule,chandra ganga avi trisule,avi,chandra ganga  trisule,,,,rukum paschim
6554,jajarkot,chandra jyoti avi,avi,chandra jyoti,chandra jyoti avi,avi,chandra jyoti,,,,jajarkot
6555,jajarkot,chandra jyoti avi,avi,chandra jyoti,chandra jyoti nimavi,nimavi,chandra jyoti,,,,jajarkot
6556,jajarkot,chandra jyoti avi,avi,chandra jyoti,,,,,,,jajarkot
6557,kalikot,chandra jyoti pravi,pravi,chandra jyoti,,,,,,,kalikot
6558,surkhet,chandra jyoti pravi neptekanda,pravi,chandra jyoti  neptekanda,,,,,,,surkhet
6559,jajarkot,chandra jyoti pravi,pravi,chandra jyoti,chandra jyoti pravi karuka,pravi,chandra jyoti  karuka,,,,jajarkot
6560,humla,chandra nath pravi,pravi,chandra nath,,,,,,,humla
6561,humla,chandra prakash mavi,mavi,chandra prakash,chandra prakash mavi,mavi,chandra prakash,chandra prakash nimavi,nimavi,chandra prakash,humla
6562,surkhet,chandra shewa avi kankretra,avi,chandra shewa  kankretra,chandra shawa pravi kankretra,pravi,chandra shawa  kankretra,,,,surkhet
6563,dailekh,chandra surya balbikash kendra,,chandra surya balbikash kendra,,,,,,,dailekh
6564,rukum paschim,chandra surya avi,avi,chandra surya,,,,,,,rukum paschim
6565,jajarkot,chandra surya avi,avi,chandra surya,chandra surya pravi,pravi,chandra surya,,,,jajarkot
6566,kalikot,chandra surya avi,avi,chandra surya,chandra surya bbk,,chandra surya bbk,,,,kalikot
6567,jumla,chandra surya avi bhuli sinja r m jumla,avi,chandra surya  bhuli sinja r m jumla,chandra surya pravi bhuli,pravi,chandra surya  bhuli,,,,jumla
6568,surkhet,chandra surya pravi,pravi,chandra surya,,,,,,,surkhet
6569,surkhet,chandra surya pravi lekhparajul,pravi,chandra surya  lekhparajul,,,,,,,surkhet
6570,kalikot,chandra surya mavi,mavi,chandra surya,chandra surya mavi,mavi,chandra surya,chandra surya mavi,mavi,chandra surya,kalikot
6571,kalikot,chandradev avi salimbada,avi,chandradev  salimbada,chandradev pravi,pravi,chandradev,,,,kalikot
6572,rukum paschim,chandrajyoti avi,avi,chandrajyoti,chandra jyoti pravi,pravi,chandra jyoti,,,,rukum paschim
6573,surkhet,chandrajyoti mavi chandrapur,mavi,chandrajyoti  chandrapur,,,,,,,surkhet
6574,rukum paschim,chandrodaya avi sahare,avi,chandrodaya  sahare,,,,,,,rukum paschim
6575,surkhet,chandrodaya avi majhuwa,avi,chandrodaya  majhuwa,chandrodaya pravi majhuwa,pravi,chandrodaya  majhuwa,chandradwaa pravi neta,pravi,chandradwaa  neta,surkhet
6576,surkhet,chandrodaya pravi galfa,pravi,chandrodaya  galfa,,,,,,,surkhet
6577,surkhet,chandrodaya mavi kanshipur,mavi,chandrodaya  kanshipur,chandrodaya avi kanshipur,avi,chandrodaya  kanshipur,,,,surkhet
6578,humla,changla himal avi dojam,avi,changla himal  dojam,chanla himal pravi dojam,pravi,chanla himal  dojam,chanla himal pravi,pravi,chanla himal,humla
6579,humla,chankheli basice school,,chankheli basice school,chankheli nimavi,nimavi,chankheli,,,,humla
6580,humla,chanya chhetra avi,avi,chanya chhetra,chanya chhetra pravi,pravi,chanya chhetra,,,,humla
6581,surkhet,chaping ebs,,chaping ebs,,,,,,,surkhet
6582,dolpa,charka bhot avi,avi,charka bhot,charka bhot pravi,pravi,charka bhot,,,,dolpa
6583,kalikot,charmule avi phadakada takse,avi,charmule  phadakada takse,charmule bbk,,charmule bbk,,,,kalikot
6584,jajarkot,chatur mala pravi,pravi,chatur mala,,,,,,,jajarkot
6585,jajarkot,chaurata babike,,chaurata babike,,,,,,,jajarkot
6586,rukum paschim,chaurjhari academy,,chaurjhari academy,,,,,,,rukum paschim
6587,dailekh,chauta ebs,,chauta ebs,,,,,,,dailekh
6588,dailekh,chautara babike,,chautara babike,,,,,,,dailekh
6589,dailekh,chautara pravi,pravi,chautara,,,,,,,dailekh
6590,kalikot,chautari avi palata khaulaneta,avi,chautari  palata khaulaneta,chautari pravi,pravi,chautari,,,,kalikot
6591,kalikot,chauthikot avi,avi,chauthikot,chauthikot pravi,pravi,chauthikot,,,,kalikot
6592,mugu,chaya nath avi kimri mugu,avi,chaya nath  kimri mugu,,,,,,,mugu
6593,surkhet,chepang english boarding school,,chepang english boarding school,,,,,,,surkhet
6594,jumla,chepto babike,,chepto babike,,,,,,,jumla
6595,kalikot,chetana avi,avi,chetana,,,,,,,kalikot
6596,surkhet,chetana bidya niketan ebs birendranagar surkhet,,chetana bidya niketan ebs birendranagar surkhet,,,,,,,surkhet
6597,rukum paschim,chetanshil balbikash kendra,,chetanshil balbikash kendra,,,,,,,rukum paschim
6598,surkhet,chhabi avi kalagaun,avi,chhabi  kalagaun,,,,,,,surkhet
6599,surkhet,chhabi avi kandanahagaun,avi,chhabi  kandanahagaun,chhabi pravi kanda nahagau simta ga pa kaphalkot surkhet,pravi,chhabi  kanda nahagau simta ga pa kaphalkot surkhet,chhabi pravi kanda nahagau simta ga pa kaphalkot surkhet,pravi,chhabi  kanda nahagau simta ga pa kaphalkot surkhet,surkhet
6600,humla,chhatrapal avi,avi,chhatrapal,chatra pal avi,avi,chatra pal,,,,humla
6601,salyan,chhatreshwori avi,avi,chhatreshwori,,,,,,,salyan
6602,mugu,chhayan chhetra pravi talituma,pravi,chhayan chhetra  talituma,,,,,,,mugu
6603,mugu,chhayanath english medium boarding school,,chhayanath english medium boarding school,,,,,,,mugu
6604,humla,chhetrapal avi,avi,chhetrapal,chhetrapal mavi,mavi,chhetrapal,,,,humla
6605,surkhet,chhinchu english boarding school,,chhinchu english boarding school,,,,,,,surkhet
6606,surkhet,chhinchu paradise montessori school,,chhinchu paradise montessori school,chhinchu paradise montessori,,chhinchu paradise montessori,,,,surkhet
6607,surkhet,childrens paradise mavi,mavi,childrens paradise,childrens paradise mavi birendranagar surkhet,mavi,childrens paradise  birendranagar surkhet,childrens paradise mavi khajura,mavi,childrens paradise  khajura,surkhet
6608,jajarkot,childrens' academy,,childrens' academy,,,,,,,jajarkot
6609,kalikot,chinadi avi koiral gaunu,avi,chinadi  koiral gaunu,chinadi pravi,pravi,chinadi,,,,kalikot
6610,rukum paschim,chitrapatan pravi school,pravi,chitrapatan  school,,,,,,,rukum paschim
6611,surkhet,chnadra jyoti pravi hariskate,pravi,chnadra jyoti  hariskate,,,,,,,surkhet
6612,kalikot,chulakot ba bi ke,,chulakot ba bi ke,,,,,,,kalikot
6613,dailekh,chuli pravi,pravi,chuli,,,,,,,dailekh
6614,kalikot,chulimalika avi lafa,avi,chulimalika  lafa,chuli malika pravi,pravi,chuli malika,,,,kalikot
6615,kalikot,chundhunga pravi,pravi,chundhunga,,,,,,,kalikot
6616,humla,chyachara avi,avi,chyachara,chyachara pravi,pravi,chyachara,,,,humla
6617,dolpa,citizen ecd,,citizen ecd,,,,,,,dolpa
6618,jajarkot,city public academy,,city public academy,,,,,,,jajarkot
6619,dailekh,coumbus academy,,coumbus academy,,,,,,,dailekh
6620,salyan,creative academy,,creative academy,,,,,,,salyan
6621,dolpa,crystal mountain mavi,mavi,crystal mountain,crystal mountain avi,avi,crystal mountain,,,,dolpa
6622,mugu,d b r boarding school seri mugu,,d b r boarding school seri mugu,,,,,,,mugu
6623,dailekh,dabal saraswati pravi,pravi,dabal saraswati,,,,,,,dailekh
6624,jajarkot,dadabisaun babike,,dadabisaun babike,,,,,,,jajarkot
6625,humla,dadadev pravi,pravi,dadadev,,,,,,,humla
6626,jajarkot,dadakhet balbikas kendra,,dadakhet balbikas kendra,dalpana babike,,dalpana babike,,,,jajarkot
6627,mugu,dadupata samudayik babike,,dadupata samudayik babike,,,,,,,mugu
6628,dailekh,daeuti pravi,pravi,daeuti,,,,,,,dailekh
6629,salyan,dahaban avi,avi,dahaban,dahaban pravi,pravi,dahaban,dahaban pravi,pravi,dahaban,salyan
6630,mugu,dahachour pravi,pravi,dahachour,,,,,,,mugu
6631,kalikot,dahal avi dahachaur,avi,dahal  dahachaur,dahal pravi,pravi,dahal,,,,kalikot
6632,kalikot,dahal mavi sukatiya,mavi,dahal  sukatiya,,,,,,,kalikot
6633,dailekh,dailekh model school,,dailekh model school,,,,,,,dailekh
6634,kalikot,dainikar mavi,mavi,dainikar,dainikar mavi,mavi,dainikar,dainikar nimavi,nimavi,dainikar,kalikot
6635,salyan,daisy bud academy,,daisy bud academy,daisy bud english school,,daisy bud english school,,,,salyan
6636,salyan,dalit avi,avi,dalit,,,,,,,salyan
6637,mugu,dalit babike dhuma,,dalit babike dhuma,dalit ba bi ke dhuma,,dalit ba bi ke dhuma,dalit ba bi ke,,dalit ba bi ke,mugu
6638,salyan,dalit jagaran pr vi,,dalit jagaran pr vi,dalit jagaran pravi,pravi,dalit jagaran,,,,salyan
6639,rukum paschim,dalit janabibas pravi,pravi,dalit janabibas,dalit janabibas pravi tamatabara,pravi,dalit janabibas  tamatabara,,,,rukum paschim
6640,salyan,dalit janata avi,avi,dalit janata,dalit janata pravi taal,pravi,dalit janata  taal,dalit janata pravi,pravi,dalit janata,salyan
6641,salyan,dalit namuna avi,avi,dalit namuna,dalit namuna pravi,pravi,dalit namuna,,,,salyan
6642,jajarkot,dalit pravi,pravi,dalit,,,,,,,jajarkot
6643,salyan,dalit pravi batule,pravi,dalit  batule,,,,,,,salyan
6644,mugu,dalitbada avi bhee,avi,dalitbada  bhee,pravi bhyee dalitbada,pravi,bhyee dalitbada,pravi bhyee,pravi,bhyee,mugu
6645,kalikot,dallai babike,,dallai babike,,,,,,,kalikot
6646,jajarkot,dalyna balbikas,,dalyna balbikas,dandakhet babike,,dandakhet babike,,,,jajarkot
6647,humla,danfe avi,avi,danfe,,,,,,,humla
6648,dolpa,danfe pravi,pravi,danfe,,,,,,,dolpa
6649,kalikot,danfe pravi,pravi,danfe,,,,,,,kalikot
6650,dailekh,danfe pravi desharetha,pravi,danfe  desharetha,,,,,,,dailekh
6651,kalikot,danphe mavi,mavi,danphe,danfe mavi,mavi,danfe,,,,kalikot
6652,surkhet,dasharath educational development academy,,dasharath educational development academy,,,,,,,surkhet
6653,dailekh,deauti pravi chandagada,pravi,deauti  chandagada,,,,,,,dailekh
6654,dailekh,deauti pravi gairibari badalamji,pravi,deauti  gairibari badalamji,,,,,,,dailekh
6655,rukum paschim,deep jyoti avi kanda,avi,deep jyoti  kanda,,,,,,,rukum paschim
6656,rukum paschim,deep jyoti pravi,pravi,deep jyoti,,,,,,,rukum paschim
6657,surkhet,deep jyoti pravi,pravi,deep jyoti,,,,,,,surkhet
6658,surkhet,deep jyoti pravi,pravi,deep jyoti,,,,,,,surkhet
6659,dailekh,deep jyoti pravi,pravi,deep jyoti,dip jyoti pravi,pravi,dip jyoti,,,,dailekh
6660,dailekh,deep mavi pipalkot dailekh,mavi,deep  pipalkot dailekh,deep mavi,mavi,deep,,,,dailekh
6661,jajarkot,deependra mavi,mavi,deependra,dipendra mavi,mavi,dipendra,,,,jajarkot
6662,dailekh,deepjoti pravi,pravi,deepjoti,,,,,,,dailekh
6663,dailekh,deepsishu pravi,pravi,deepsishu,deepsishu pravi,pravi,deepsishu,,,,dailekh
6664,kalikot,deuli mavi,mavi,deuli,deuli mavi,mavi,deuli,dewli mavi,mavi,dewli,kalikot
6665,jumla,deurali adharut damdase,,deurali adharut damdase,deurali pravi,pravi,deurali,,,,jumla
6666,dolpa,deurali basic,,deurali basic,deurali pravi,pravi,deurali,,,,dolpa
6667,jajarkot,deurali avi,avi,deurali,deurali pravi,pravi,deurali,,,,jajarkot
6668,kalikot,deurali bbk thana,,deurali bbk thana,,,,,,,kalikot
6669,jumla,deurali mavi jumlakot,mavi,deurali  jumlakot,deurali mavi,mavi,deurali,,,,jumla
6670,jajarkot,deurali pravi,pravi,deurali,,,,,,,jajarkot
6671,salyan,deurali pravi,pravi,deurali,deurali pravi baradhunga,pravi,deurali  baradhunga,,,,salyan
6672,jajarkot,deurali pravi,pravi,deurali,deurali pravi,pravi,deurali,,,,jajarkot
6673,jumla,deurali ratnalal basics school digra sinja r m jumla,,deurali ratnalal basics school digra sinja r m jumla,deurali pravi,pravi,deurali,,,,jumla
6674,salyan,deurali mavi,mavi,deurali,deurali ss,,deurali ss,,,,salyan
6675,dailekh,deuti avi,avi,deuti,,,,,,,dailekh
6676,kalikot,deuti bajai aadharvut,,deuti bajai aadharvut,,,,,,,kalikot
6677,dailekh,deuti bajai pravi simakhali,pravi,deuti bajai  simakhali,,,,,,,dailekh
6678,kalikot,deuti bajyai babike,,deuti bajyai babike,,,,,,,kalikot
6679,jajarkot,deuti bal pravi,pravi,deuti bal,deuti bajai bbk,,deuti bajai bbk,,,,jajarkot
6680,jajarkot,deuti balbatika boarding school,,deuti balbatika boarding school,,,,,,,jajarkot
6681,jajarkot,deuti avi,avi,deuti,deuti pravi,pravi,deuti,,,,jajarkot
6682,jumla,deuti avi,avi,deuti,deuti avi bhadgaun sinja jumla,avi,deuti  bhadgaun sinja jumla,deuti avi,avi,deuti,jumla
6683,jajarkot,deuti bbk badaban,,deuti bbk badaban,,,,,,,jajarkot
6684,surkhet,deuti bidhya mandir,,deuti bidhya mandir,,,,,,,surkhet
6685,surkhet,deuti english medium boarding school,,deuti english medium boarding school,,,,,,,surkhet
6686,jajarkot,deuti pravi,pravi,deuti,,,,,,,jajarkot
6687,jumla,deuti pravi,pravi,deuti,,,,,,,jumla
6688,dailekh,deuti pravi chauda chautara,pravi,deuti  chauda chautara,,,,,,,dailekh
6689,dailekh,deuti pravi khara,pravi,deuti  khara,,,,,,,dailekh
6690,surkhet,deuti pravi chaukhe,pravi,deuti  chaukhe,deuti pravi chaukhe,pravi,deuti  chaukhe,,,,surkhet
6691,dailekh,deuti shtan pravi dully,pravi,deuti shtan  dully,deuti shtan pravi,pravi,deuti shtan,,,,dailekh
6692,surkhet,deuti vidhya niketan itram,,deuti vidhya niketan itram,deuti vidhya niketan itram,,deuti vidhya niketan itram,dv niketan ebs itram,,dv niketan ebs itram,surkhet
6693,jajarkot,deutibaijjai pravi,pravi,deutibaijjai,deutibaijjai pravi,pravi,deutibaijjai,,,,jajarkot
6694,surkhet,deutibajyai pravi salghari,pravi,deutibajyai  salghari,,,,,,,surkhet
6695,rukum paschim,dev babike rujigaun,,dev babike rujigaun,dev babike,,dev babike,,,,rukum paschim
6696,kalikot,dev mavi,mavi,dev,,,,,,,kalikot
6697,jumla,deva laxmi avi sudi,avi,deva laxmi  sudi,deva laxmi avi,avi,deva laxmi,,,,jumla
6698,dolpa,deveshwori avi,avi,deveshwori,deveshwori pravi,pravi,deveshwori,,,,dolpa
6699,jumla,devi deurali avi,avi,devi deurali,,,,,,,jumla
6700,jumla,devi mahadev mavi rukhadachaur,mavi,devi mahadev  rukhadachaur,devi mahadev mavi,mavi,devi mahadev,,,,jumla
6701,dailekh,devi pravi patikanla,pravi,devi  patikanla,,,,,,,dailekh
6702,dolpa,devi pravi,pravi,devi,devi pravi,pravi,devi,,,,dolpa
6703,jumla,devichar avi,avi,devichar,devichar pravi,pravi,devichar,,,,jumla
6704,mugu,deviruma avi,avi,deviruma,deviruma avi sehi mugu,avi,deviruma  sehi mugu,,,,mugu
6705,humla,devkota avi,avi,devkota,devkota nimavi,nimavi,devkota,,,,humla
6706,humla,dewal avi,avi,dewal,dewal avi,avi,dewal,,,,humla
6707,dailekh,dewalgan avi,avi,dewalgan,dewalgan bal bikash kendra,,dewalgan bal bikash kendra,,,,dailekh
6708,dailekh,dewati pravi,pravi,dewati,,,,,,,dailekh
6709,dailekh,dewati mavi,mavi,dewati,,,,,,,dailekh
6710,kalikot,dhalpura avi,avi,dhalpura,dhalpura pravi,pravi,dhalpura,,,,kalikot
6711,kalikot,dhalpura bbk,,dhalpura bbk,,,,,,,kalikot
6712,kalikot,dhalpura mahadev avi sera,avi,dhalpura mahadev  sera,bhimhari avi sera,avi,bhimhari  sera,bhimhari pravi,pravi,bhimhari,kalikot
6713,kalikot,dhalpura mandal avi,avi,dhalpura mandal,dhalpura mandal pravi,pravi,dhalpura mandal,,,,kalikot
6714,mugu,dhalpuramasta bal vikas kendra,,dhalpuramasta bal vikas kendra,,,,,,,mugu
6715,jajarkot,dhanu pravi,pravi,dhanu,,,,,,,jajarkot
6716,jajarkot,dhanu pravi,pravi,dhanu,shankar pravi,pravi,shankar,,,,jajarkot
6717,dailekh,dharma bhakta pravi,pravi,dharma bhakta,,,,,,,dailekh
6718,dailekh,dharma dev mavi,mavi,dharma dev,,,,,,,dailekh
6719,salyan,dharmabhumi model public school,,dharmabhumi model public school,,,,,,,salyan
