school_id	school	velthuis	district1	confidence	all_matches	district_english
1	जनप्रिय प्रा वि, भोजपुर	janapriya praa vi, bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
2	छेनखामा प्राथमिक विद्यालय भोजपुर	chenakhaamaa praathamika vidyaalaya bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
3	गोग्राहा माध्यमिक विद्यालय, विराटनगर, मोरङ	"gograahaa maadhyamika vidyaalaya, viraa.tanagara, mora""na"	मोरङ	100	[('मोरङ', 100.0, 57), ('मुगु', 80.0, 41), ('लमजुङ', 75.0, 5)]	Morang
4	श्री शंकर माध्यमिक विद्यालय, गजरकोट, तनहुँ	"""srii ""sa.mkara maadhyamika vidyaalaya, gajarako.ta, tanahuँ"	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
5	जनजागृति माध्यमिक विधालय, तनहुँ	janajaag.rti maadhyamika vidhaalaya, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
6	दाङसिङजरे प्रा वि, भोजपुर	"daa""nasi""najare praa vi, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
7	छाङछाहाङ्ग प्राथमिक विधालय, भोजपुर	"chaa""nachaahaa""nga praathamika vidhaalaya, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
8	खेश्वर प्रा वि, भोजपुर	"khe""svara praa vi, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
9	दुर्गेश्वरी प्रा वि, भोजपुर	"durge""svarii praa vi, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
10	पवित्रा माध्यमिक विद्यालय, बन्दिपुर, तनहुँ	pavitraa maadhyamika vidyaalaya, bandipura, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
11	मित्रता मा बि, तनहु	mitrataa maa bi, tanahu	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
12	मित्रता माध्यमिक विद्यालय, आँबुखैरेनी, तनहूँ	mitrataa maadhyamika vidyaalaya, aaँbukhairenii, tanahuuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
13	सालेवा माध्यमिक विद्यालय, देाभाने भोजपुर	saalevaa maadhyamika vidyaalaya, deaabhaane bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
14	जाल्पा निम्न माध्यमिक विधालय भौसिपंखा भोजपुर	jaalpaa nimna maadhyamika vidhaalaya bhausipa.mkhaa bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
15	बालकन्या प्राथमिक विद्यालय, भोजपुर	baalakanyaa praathamika vidyaalaya, bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
16	जाल्पा माध्यमिक विद्यालय, भोजपुर	jaalpaa maadhyamika vidyaalaya, bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
17	जगदीश्वरी प्रा वि, भोजपुर	"jagadii""svarii praa vi, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
18	पञ्चकन्या माध्यमिक विद्यालय, चितवन	pa~ncakanyaa maadhyamika vidyaalaya, citavana	चितवन	100	[('चितवन', 100.0, 62)]	Chitwan
19	वीरेन्द्र आदर्श माध्यमिक विद्यालय, वीरेन्द्रनगर चितवन	"viirendra aadar""sa maadhyamika vidyaalaya, viirendranagara citavana"	चितवन	100	[('चितवन', 100.0, 62), ('रुपन्देही', 75.0, 63)]	Chitwan
20	चण्डेश्वर माध्यमिक विद्यालय, बालंखा, भोजपुर	"ca.n.de""svara maadhyamika vidyaalaya, baala.mkhaa, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
21	पञ्चकन्या माध्यमिक विद्यालय भोजपुर	pa~ncakanyaa maadhyamika vidyaalaya bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
22	छिन्ताङ देवी आधारभूत विद्यालय, भोजपुर	"chintaa""na devii aadhaarabhuuta vidyaalaya, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
23	भिमेश्वरी आधारभूत विद्यालय, भोजपुर	"bhime""svarii aadhaarabhuuta vidyaalaya, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
24	सरस्वती प्राथमिक विधालय टक्सार भोजपुर	sarasvatii praathamika vidhaalaya .taksaara bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('कास्की', 80.0, 29), ('बारा', 80.0, 48)]	Bhojpur
25	जनज्योती प्रा वि, तनहु	janajyotii praa vi, tanahu	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
26	क्यामिनकोट माध्यमिक विद्यालय, तनहूँ	kyaaminako.ta maadhyamika vidyaalaya, tanahuuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
27	भवानी प्राथमिक विद्यालय, व्यास, तनहूँ	bhavaanii praathamika vidyaalaya, vyaasa, tanahuuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
28	सिद्धेश्वर आधारभूत विद्यालय, गोदावरी, ललितपुर	"siddhe""svara aadhaarabhuuta vidyaalaya, godaavarii, lalitapura"	ललितपुर	100	[('ललितपुर', 100.0, 3), ('भक्तपुर', 83.33333333333334, 69), ('बारा', 80.0, 48)]	Lalitpur
29	चण्डी आधारभूत विद्यालय भोजपुर	ca.n.dii aadhaarabhuuta vidyaalaya bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
30	जालपा आधारभूत विद्यालय -याङ थर्पू, भोजपुर	"jaalapaa aadhaarabhuuta vidyaalaya -yaa""na tharpuu, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
31	शितलादेवी प्रा वि, भोजपुर	"""sitalaadevii praa vi, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
32	सिंह बाहिनी प्राथमिक विद्यालय भोजपुर न॰पा॰, भोजपुर	si.mha baahinii praathamika vidyaalaya bhojapura na॰paa॰, bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
33	जागृती मा॰वि, भक्तपुर	jaag.rtii maa॰vi, bhaktapura	भक्तपुर	100	[('भक्तपुर', 100.0, 69), ('ललितपुर', 83.33333333333334, 3), ('बारा', 80.0, 48)]	Bhaktapur
34	निर्मल प्रा वि, तनहु	nirmala praa vi, tanahu	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
35	अन्नपूर्ण प्राथमिक विद्यालय, तनहुँ	annapuur.na praathamika vidyaalaya, tanahuँ	तनहुँ	100	[('तनहुँ', 100.0, 38)]	Tanahun
36	सिंह जलेश्वरी निम्न माध्यमिक विधालय तिवारीभञ्ज्याङ भोजपुर	"si.mha jale""svarii nimna maadhyamika vidhaalaya tivaariibha~njyaa""na bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
37	साङ्गरुम्बा उ॰ माध्यमिक विधालय, साङ्गरुम्बा -३ इलाम	"saa""ngarumbaa u॰ maadhyamika vidhaalaya, saa""ngarumbaa -3 ilaama"	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 80.0, 25), ('दाङ्ग', 80.0, 72)]	Ilam
38	जीवनज्योति माध्यमिक विद्यालय, इलाम	jiivanajyoti maadhyamika vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
39	सितला देवी प्रा॰वि॰ तिवारी भञ्जाङ, भोजपुर	"sitalaa devii praa॰vi॰ tivaarii bha~njaa""na, bhojapura"	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
40	सिंहदेवी आधारभूत विद्यालय, इलाम	si.mhadevii aadhaarabhuuta vidyaalaya, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
41	विजया आधारभूत विद्यालय आमचोक, इलाम	vijayaa aadhaarabhuuta vidyaalaya aamacoka, ilaama	इलाम	100	[('इलाम', 100.0, 1), ('गुल्मी', 85.71428571428572, 25)]	Ilam
42	कालिका माध्यमिक विधालय हेलौछा भोजपुर	kaalikaa maadhyamika vidhaalaya helauchaa bhojapura	भोजपुर	100	[('भोजपुर', 100.0, 18), ('बारा', 80.0, 48), ('बाजुरा', 80.0, 65)]	Bhojpur
