school_id_B,root_school_name_B,school_level_B,root_school_old_name1_B,root_school_old_name2_B,school_level_old_name2_B,school_level_old_name1_B,district_B,Fuzzy_match_score
72947,nawa durga,pravi,,,,,kanchanpur,
72948,nawa jagaran,avi,nawa jagaran,,,avi,kailali,
72949,nawa jivan,avi,nawa jivan,,,pravi,kailali,
72950,nawa jyoti,mavi,nawa jyoti,,,mavi,achham,
72951,nawa jyoti basic,,nawa jyoti,,,pravi,doti,
72952,nawa jyoti,avi,,,,,doti,
72953,nawa jyoti,avi,nawa jyoti,,,pravi,doti,
72954,nawa jyoti  bijuliya,avi,nawa jyoti nim,,,avi,kailali,
72955,nawa jyoti  krishnapur rajghat kanchanpur,avi,,,,,kanchanpur,
72956,nawa jyoti  shreelanka,avi,nawa jyoti  shreelanka,,,avi,kailali,
72957,nawa jyoti,pravi,,,,,bajhang,
72958,nawa kshitiz bbk,,,,,,kailali,
72959,nawa prabhat,avi,nawa prabhat,,,pravi,achham,
72960,nawa ratna,avi,nawa ratna,,,pravi,bajhang,
72961,nawa yug bidhya niketan,,nawa yug bidhya niketan puspalabasti,,,,kanchanpur,
72962,nawa yug  parashuram surkhal,pravi,nawa yug,,,pravi,dadeldhura,
72963,nawa yuwak  dhampanera,avi,nawa yuwak,,,pravi,darchula,
72964,nawadau,pravi,,,,,bajhang,
72965,nawadev,avi,nawadev  jrm kerabari doti,,,avi,doti,
72966,nawadhurga,avi,nawadhurga,,,pravi,achham,
72967,nawadhurga,pravi,,,,,achham,
72968,nawadip,pravi,,,,,achham,
72969,nawadurga rastriya  tamcha,avi,nawadurga  tamcha,nawadurga ra  tamcha,avi,avi,kailali,
72970,nawadurga  byawasaya,avi,,,,,kailali,
72971,nawadurga balbikas kendra,,,,,,achham,
72972,nawadurga,avi,nawadurga,,,nimavi,bajura,
72973,nawadurga,avi,nawadurga,,,pravi,achham,
72974,nawadurga,avi,nawa durga,,,pravi,doti,
72975,nawadurga  chhadena,avi,nawadurga  ramaroshan batulasen chhadena achham,nawadurga,mavi,avi,achham,
72976,nawadurga  thuldhunga,avi,nawa durga  thuldhunga,,,avi,doti,
72977,nawadurga,pravi,,,,,achham,
72978,nawadurga,pravi,,,,,achham,
72979,nawadurga  nawadurga chilfi,mavi,nawadurga  chilfi,,,mavi,dadeldhura,
72980,nawajeevan english boarding school santoshitole,,nawajeevan english boarding school,,,,kailali,
72981,nawajoti,avi,nawajoity,,,pravi,achham,
72982,nawajoyti,pravi,,,,,achham,
72983,nawajyoti,avi,nawa jyoti,,,pravi,bajura,
72984,nawajyoti babike,,,,,,bajura,
72985,nawakiran babike,,,,,,achham,
72986,nawalpur bal batika vidhya mandir,,,,,,kailali,
72987,nawayug,pravi,nawa yug,,,pravi,bajhang,
72988,nawdurga,avi,nawdurga,,,pravi,achham,
72989,naya shristi school,,naya shristi boarding school,,,,kanchanpur,
72990,nayanepal  tikapur,pravi,nayanepal,,,pravi,kailali,
72991,ne,pravi,,,,,achham,
72992,neelkanth  larada,avi,neelkantha  larada,nil kantha,pravi,avi,dadeldhura,
72993,neelpataleshwor  bhartola,mavi,nil pataleshwor  bhartola,nil pataleshwor,mavi,mavi,darchula,
72994,nepal holyland public school,,nepal holyland e b school,,,,kailali,
72995,nepal police school chauraha,,nepal police school,,,,kailali,
72996,nepal rastriya,mavi,nepal rastriya  ramaroshan achham,nepal rastriya  ramaroshan achham,mavi,mavi,achham,
72997,nepal rastriya,avi,ne,,,pravi,achham,
72998,nepal rastriya,avi,nepal rastriya,,,nimavi,bajura,
72999,nepal rastriya,avi,nepal rastriya,,,nimavi,bajura,
73000,nepal rastriya,avi,nepal rastria,,,avi,baitadi,
73001,nepal rastriya,pravi,,,,,bajhang,
73002,nepal rastriya,pravi,,,,,achham,
73003,nepal rastriya  pipalkot,mavi,pipalkot,,,avi,baitadi,
73004,nepal rastriya  surnaya gwani,mavi,nepal rastriya  surnaya gwani,ne ra,mavi,mavi,baitadi,
73005,netra jyoti,avi,netra jyoti,,,pravi,baitadi,
73006,netreshwari,mavi,narteshwori,,,mavi,doti,
73007,new malikarjun lower,mavi,mount api nappa public ebs,,,,darchula,
73008,new anthesis academy,,,,,,kailali,
73009,new era ebs,,,,,,kailali,
73010,new garden ebs,,,,,,kanchanpur,
73011,new genius academy basic schoool,,new genius academy,,,,kanchanpur,
73012,new jyoti,avi,new jyoti  ranikunda,new joyati  ranikunda,pravi,avi,kailali,
73013,new kalika,avi,new kalika,,,pravi,kailali,
73014,new karnali bbk,,,,,,achham,
73015,new light education home,,new light educational home,,,,kailali,
73016,new minsu public school,,,,,,kailali,
73017,new modern boarding school,,,,,,darchula,
73018,new saraswati vidya mandir,,new saraswati vidya mandir airy kanchanpur,new saraswati bidya mandir airy kanchanpur,,,kanchanpur,
73019,new star ebs,,,,,,kailali,
73020,new vision academy ebs,,,,,,dadeldhura,
73021,new vision english boarding school phulabari,,new vision english boarding school,,,,kailali,
73022,niglasaini  sukutti,avi,niglasaini,,,pravi,baitadi,
73023,nil paleshwor,mavi,,,,,baitadi,
73024,nilakantha  ramaroshan ramaroshan patal,mavi,nilakantha,,,nimavi,achham,
73025,nile english boarding school,,,,,,kailali,
73026,nilkamal,avi,nilkamal,,,pravi,achham,
73027,nilkatti,mavi,nilkatti,,,avi,bajhang,
73028,nilkhanti,avi,nilkhanti,nilkhanti,pravi,avi,bajhang,
73029,nilpal,avi,nirpal,,,pravi,baitadi,
73030,nilpal,avi,nilpal,,,pravi,baitadi,
73031,nilpal,avi,,,,,baitadi,
73032,nilpal,avi,nilpal,nilpal  sigas baitadi,avi,avi,baitadi,
73033,nimun  aaphala,mavi,nimun,nimun,pravi,mavi,baitadi,
73034,ningalasaini gurukul sanskrit vidyapith,,,,,,kailali,
73035,ninglashainee,mavi,ninglashainee  bheemdatt gobaraiya,ninglasaini  bheemdatt gobaraiya,mavi,mavi,kanchanpur,
73036,ninglashainee  dehimandu,mavi,ninglasaini,,,mavi,baitadi,
73037,ninglashaini english boarding school dehimandu,,niglasaini ebs,,,,baitadi,
73038,nirbhushwary,pravi,,,,,doti,
73039,nirpal  voda,avi,nirpalpal,,,avi,baitadi,
73040,nitteshwori,avi,nitteshwori,,,pravi,bajura,
73041,nobel,mavi,nobel academy nepal e b school,,,,kailali,
73042,nobel academy,,,,,,kanchanpur,
73043,noble academy,,noble academy ebs,,,,kailali,
73044,noble public school satti,,,,,,kailali,
73045,noble vidya sadan,,,,,,kailali,
73046,novelty academy school,,,,,,kailali,
73047,novice heaven english school,,,,,,kanchanpur,
73048,nuwadev,avi,nuwadev,,,nimavi,doti,
73049,nuwadev,avi,nuwadev,,,pravi,bajhang,
73050,nuwadev  seguni,avi,,,,,doti,
73051,nuwadev,pravi,,,,,bajhang,
73052,nuwakot,avi,nuwakot,,,pravi,bajura,
73053,nuwakot,avi,nuwakot,,,pravi,baitadi,
73054,nwadeu,avi,nwadeu,,,pravi,baitadi,
73055,nwali,mavi,nwali,,,mavi,baitadi,
73056,oasis academy boarding school,,,,,,kailali,
73057,okhadani bal bikas shisu kendra,,okhadani bal bikas kendra,,,,baitadi,
73058,om  sund,avi,om,,,nimavi,doti,
73059,om new star public school,,,,,,kailali,
73060,omkar,avi,,,,,kanchanpur,
73061,orchid academy school,,,,,,kanchanpur,
73062,orient english boarding school,,orient english boarding school prithibibasti,,,,kanchanpur,
73063,owadeu,pravi,,,,,doti,
73064,oxford national academy,,oxford national academy katan kanchanpur,,,,kanchanpur,
73065,oxford academy,,,,,,darchula,
73066,oxford ebs,,,,,,kanchanpur,
73067,oxford universe redix  boradandi,mavi,oxford universe redix,,,mavi,kailali,
73068,p k shree gyanjyoti adarsha vidyamandir,,,,,,kailali,
73069,p r english boarding school,,,,,,kailali,
73070,pabitra  krishnapur kanchanpur,avi,,,,,kanchanpur,
73071,pabitra,pravi,,,,,achham,
73072,pachghara,pravi,,,,,kailali,
73073,padam jyoti ebs,,,,,,kailali,
73074,padampur,avi,padampur,,,avi,bajura,
73075,padma kanya,avi,padma kanya  kuyapani,padma kanya,pravi,pravi,dadeldhura,
73076,padma,pravi,,,,,kailali,
73077,padmasana,avi,padmasan,,,nimavi,achham,
73078,pahalman singh memo,mavi,shree pahalman singh memorial,,,mavi,kailali,
73079,pahalmanpur spring field public school,,,,,,kailali,
73080,paharaul,avi,paharul,paharul,pravi,avi,baitadi,
73081,paharaul  baga,mavi,pahrtol,,,mavi,baitadi,
73082,panacea academy ebs,,,,,,dadeldhura,
73083,panas deep school,,panasdeep school,,,,kailali,
73084,panas academy,,,,,,kailali,
73085,panas babike,,,,,,bajura,
73086,panch jyoti,avi,panchajyoti,panchajyoti,nimavi,avi,achham,
73087,pancha dev  binkhali,avi,pancha dev,,,pravi,darchula,
73088,pancha dev  dangkatai,avi,pancha dev,,,pravi,baitadi,
73089,pancha deva  dampha,avi,pancha deva,,,pravi,darchula,
73090,pancha dewal,avi,pancha dewal,,,pravi,achham,
73091,pancha dhin  krishnapur rajghat kanchanpur,mavi,,,,,kanchanpur,
73092,pancha jyoti,avi,panchajoyti  chiutekhal,panchajoyti,nimavi,avi,achham,
73093,pancha kanya,avi,pancha kanya,,,pravi,baitadi,
73094,pancha kanya  moyakada,pravi,pancha kanya,,,pravi,achham,
73095,pancha laxmi,avi,pancha laxmi,,,avi,bajura,
73096,panchadev  jarshnau baitadi,avi,pancha dev,,,pravi,baitadi,
73097,panchadev,avi,pancha dev,,,avi,baitadi,
73098,panchadev,avi,panchadev,,,avi,baitadi,
73099,panchadev ebs,,panchdewal ebs,,,,kanchanpur,
73100,panchakoti,pravi,,,,,achham,
73101,panchakoti  latkali,pravi,panchakit,,,pravi,baitadi,
73102,panchakoti vidhya niketan,,,,,,kailali,
73103,panchashila  pachnali,avi,panchashila,,,pravi,doti,
73104,panchdevmahanand,mavi,panchdev mahand,,,mavi,baitadi,
73105,panchkoti manikadham,pravi,,,,,kanchanpur,
73106,panchkrity baijanath,mavi,panchkrit baijanath,panchkrit baijanath  bagphata kanchanpur,mavi,mavi,kanchanpur,
73107,panchodaya,mavi,panchodaya  sigas irana baitadi,panchodaya,mavi,mavi,baitadi,
73108,panchodaya  b gaon,mavi,,,,,kailali,
73109,panchodaya  hasanpur,mavi,panchodaya,,,mavi,kailali,
73110,pandav,avi,pandav,,,avi,bajura,
73111,pandu,mavi,pandu,,,mavi,bajhang,
73112,panidhara,avi,panidhara  dallekh,panidhara,pravi,avi,darchula,
73113,panimul,avi,panimul,,,pravi,achham,
73114,paradise english boarding school,,,,,,kailali,
73115,paragon english academy,,,,,,doti,
73116,parameshwari,avi,parameshwari  pankhay,prameswary,pravi,avi,darchula,
73117,paramount national academy tijali,,paramount national academy,,,,doti,
73118,paras,avi,paras  amarawati,paras aadharbhut viddhyalay amarawati,,avi,kailali,
73119,paras  jagatpur,avi,paras,,,pravi,kailali,
73120,parbati  purano airport,avi,,,,,kailali,
73121,pargatishil janta,pravi,pargatishil janta,,,pravi,darchula,
73122,paropakar  chauki,avi,,,,,darchula,
73123,paropakar,pravi,,,,,doti,
73124,parshuram,avi,parshuram,,,pravi,dadeldhura,
73125,partibha ba bi ke,,,,,,achham,
73126,partiva,avi,partiva  gavar,partiva,avi,avi,doti,
73127,parvati,mavi,parvati,parawati,mavi,mavi,bajura,
73128,parwati,avi,parwati,,,pravi,bajura,
73129,parwati,avi,parwati,,,pravi,bajhang,
73130,parwati,pravi,,,,,baitadi,
73131,parwati,mavi,parwati,,,mavi,bajura,
73132,parwati,mavi,parwati  chhapdanda,parwati,mavi,mavi,achham,
73133,pasa  nawadurga bagal,avi,pasa  bagal,,,avi,dadeldhura,
73134,pasang balbikas kendra,,,,,,doti,
73135,pasang lhamu babike toli,,,,,,achham,
73136,pasang,pravi,,,,,kailali,
73137,pasanlamhu bbk,,,,,,achham,
73138,pasaraul,avi,pasrual  deulad,pasrual,pravi,pravi,darchula,
73139,pashupati,avi,pashupati,,,pravi,achham,
73140,pashupati,avi,,,,,kanchanpur,
73141,pashupati bal mandir,,,,,,kanchanpur,
73142,pashupati,avi,pashupati,,,pravi,kailali,
73143,pashupati  basantapur,avi,,,,,kanchanpur,
73144,pashupati  markatte,avi,pashupati,,,pravi,doti,
73145,pashupati bbk,,,,,,kailali,
73146,pashupati bhawan  gwani,mavi,pashupati bhawan  gwani,,,mavi,darchula,
73147,pashupati nath,pravi,,,,,kailali,
73148,pashupati,pravi,,,,,bajura,
73149,pashupati,pravi,,,,,bajura,
73150,pashupati,pravi,,,,,bajhang,
73151,pashupati,mavi,pashupati,,,mavi,bajura,
73152,pashupati,mavi,pashupati,,,mavi,achham,
73153,pashupati,mavi,,,,,kailali,
73154,pashupati shiksha mandar,,,,,,kailali,
73155,pashupati shiksha mandir,,pashupati shiksha mandir amarbasti,,,,kanchanpur,
73156,pashupati shiksha mandir,,,,,,kanchanpur,
73157,pashupati shiksha mandir,,,,,,kanchanpur,
73158,pashupati shiksha mandir khalanga,,pashupati sikshya mandir,,,,darchula,
73159,pashupati shiksha mandir urma,,,,,,kailali,
73160,pashupati sikshya mandir,,,,,,kailali,
73161,pashupati sikshyamandir ebs,,,,,,kailali,
73162,pashupati vidhaya niketan krishnapur kanchanpur,,,,,,kanchanpur,
73163,pashupatinath,avi,pashupatinath  jyamirkhali,pashupati nath  jamirkhali,pravi,avi,dadeldhura,
73164,pashupatinath,avi,pashupatinath  bhageshwor balada,pashupati nath,avi,avi,dadeldhura,
73165,pasupati janakalyan  ruja,pravi,pasupati janakalyan,,,pravi,achham,
73166,pasupati,pravi,,,,,kanchanpur,
73167,patadewal,mavi,pata dewal,pata dewal,mavi,mavi,bajhang,
73168,patal bhumeshwor  surnaya,avi,patal bhumeshwor,,,avi,baitadi,
73169,patan valley school,,patan valley ebs,,,,baitadi,
73170,patanjali vidhyasthali academy,,patanjali vidhyasthali,patanjali bidhyasthali,,,kailali,
73171,pate,avi,pate,,,pravi,bajura,
73172,patharkot,avi,patharkot,,,nimavi,bajura,
73173,pathsala nepal,,,,,,kailali,
73174,pawan balbikasa kendra,,pawan,,,pravi,achham,
73175,peace land ebs,,peace land ebs sadani,peace land ebs,,,dadeldhura,
73176,peace light e b s sukhad kailali,,,,,,kailali,
73177,peace moon light ebs,,,,,,kailali,
73178,peace zone academy,,s p academy,,,,doti,
73179,phoolpata,mavi,phoolpata,phoolpata,mavi,mavi,bajura,
73180,phoolwari  phoolwari,mavi,,,,,kailali,
73181,phulabari,avi,phulabari,,,pravi,bajura,
73182,phulbari  phulbari,avi,phulbari  phulbari,,,avi,kailali,
73183,phulbari english boarding school phulabari,,phulbari english boarding school,,,,kailali,
73184,pingaladevi,mavi,pingaladevi,,,mavi,achham,
73185,pingladevi babike,,,,,,achham,
73186,pioneer academy,,pioneer academy bheemdatt municipality ward no,,,,kanchanpur,
73187,pioneer child academy,,pioneer child academy katal,pioneer child academy katal,,,dadeldhura,
73188,pioneer scholars academy,,,,,,kailali,
73189,pioneers academy kailali,,,,,,kailali,
73190,pipalchaur  to,mavi,pipalchaur,pipalchaur,mavi,mavi,achham,
73191,pipalchauri,mavi,pipalchauri,,,mavi,darchula,
73192,pipalchur,pravi,,,,,achham,
73193,pipalkot  kuni,avi,pipalkot,,,pravi,darchula,
73194,pipalkot  lojani,mavi,pipalkot,,,mavi,baitadi,
73195,pipalpark,pravi,pipalpark,,,pravi,achham,
73196,pipalsen,mavi,pipalsen,pipalsen,mavi,mavi,achham,
73197,pitripur,avi,pritipur,,,pravi,baitadi,
73198,pokhara believers ebs,,,,,,dadeldhura,
73199,popular ebs,,,,,,kanchanpur,
73200,lek,pravi,,,,,baitadi,
73201,prabhat,avi,prabhat,,,pravi,bajura,
73202,prabhat,mavi,prabhat,,,mavi,doti,
73203,prabhat vidya niketan,mavi,prabhat vidya niketan  bheemdatt kanchanpur,,,mavi,kanchanpur,
73204,pragati mahila balbikash,,,,,,bajhang,
73205,pragati,pravi,,,,,baitadi,
73206,pragati  gaunahiya,pravi,,,,,kailali,
73207,pragati yuwa,avi,pragati yuwa,,,pravi,kanchanpur,
73208,pragatishil babike,,,,,,bajura,
73209,pragatisil,avi,pragatisil bal vidhya kendra,,,pravi,kailali,
73210,pragatisil bal bikash kendra,,sungava,sungava,pravi,avi,achham,
73211,pragatisil,avi,pragatisil  letigad,pragatisil,pravi,pravi,achham,
73212,pragatisil,pravi,,,,,achham,
73213,prakash gyan jyoti academy,,,,,,kanchanpur,
73214,prakash memorial public school,,prakash memorial public school bheemdatt kanchanpur,prakash memorial ebs,,,kanchanpur,
73215,prashant bal,pravi,,,,,darchula,
73216,prasiddha pathshala school,,new lamki little child montessori school,,,,kailali,
73217,prasiddha vidhya niketan,,,,,,kailali,
73218,pratap montessori academy,,,,,,kailali,
73219,pratibha national academy,,,,,,kailali,
73220,prem memorial ebs,,prem school,,,,kailali,
73221,prem singh dhami smriti  gauji,avi,,,,,kanchanpur,
73222,pretty garden english school,,pretty garden english school bichaphata,,,,kanchanpur,
73223,prime rose academy jugeda,,prime rose academy,,,,kailali,
73224,prithvi golden academy ebs,,,,,,kailali,
73225,prithvi,pravi,,,,,achham,
73226,prithvi,pravi,,,,,dadeldhura,
73227,pritipur,mavi,pritipur,,,mavi,baitadi,
73228,priyanka english boarding school bishalnagar,,priyanka english boarding school,,,,kailali,
73229,prudent public english academy,,,,,,bajura,
73230,public boarding school,,,,,,kailali,
73231,public boarding school,,,,,,kailali,
73232,publisiti design academy,,,,,,kanchanpur,
73233,pudu,avi,pudu,,,nimavi,achham,
73234,pugeli,avi,pugeli,pugeni pa v,,avi,bajura,
73235,punarbas janata,mavi,punarbas janata,punarbas janata  tribhuvanbasti,mavi,mavi,kanchanpur,
73236,punarbas public school,,,,,,kanchanpur,
73237,punpuna ebs parshuram,,punpuna ebs,,,,dadeldhura,
73238,punyodaya,pravi,,,,,doti,
73239,puranakot basic,,puranakot,,,pravi,achham,
73240,purna,avi,,,,,kanchanpur,
73241,purna,avi,purna,,,pravi,achham,
73242,purna chandrodaya,mavi,purna chandrodaya,purna chandodaya,mavi,mavi,bajhang,
73243,purna giri,avi,purna giri,,,pravi,kanchanpur,
73244,purna giri,avi,purna giri  karali,purna giri,pravi,pravi,dadeldhura,
73245,purna giri,pravi,,,,,kanchanpur,
73246,purna giri  jiloda,pravi,,,,,dadeldhura,
73247,purna,mavi,purna  bheemdatt airy kanchanpur,,,mavi,kanchanpur,
73248,purnachandra  ramaroshan,mavi,purnachandra  ramaroshan bhatakatiya,purnachandra,mavi,mavi,achham,
73249,purnima  balmi,avi,,,,,kanchanpur,
73250,purnima,avi,purnima,purnima,pravi,pravi,kailali,
73251,purnima english school,,,,,,kailali,
73252,purushotam ramchandra,nimavi,,,,,achham,
73253,pushpakamal,avi,pushpa kamal,,,pravi,bajura,
73254,pushpalalsmirti,avi,pushpa lal smirti,,,pravi,bajura,
73255,pushpanjali acadamy charra,,,,,,kailali,
73256,pushpanjali awasiya  attariya,mavi,,,,,kailali,
73257,pushpanjali,pravi,,,,,achham,
73258,puspanjali,avi,pushpanjali,pudhpanjali,pravi,pravi,achham,
73259,pustika,avi,pustika  phatabagar,pustika,pravi,pravi,achham,
73260,r b academy,,,,,,kailali,
73261,radha krishna english boarding school,,,,,,kanchanpur,
73262,radha krishna jana priya,avi,radha krishna jana priya,,,pravi,kanchanpur,
73263,radha krishna,pravi,,,,,achham,
73264,radha,mavi,radha,radha,mavi,mavi,achham,
73265,radhakrishna  ritbhuwa,avi,radhakrishna,,,pravi,doti,
73266,radhakrishna ebs,,,,,,dadeldhura,
73267,radhakrishna english boarding school,,,,,,kailali,
73268,radhakrishna,pravi,,,,,doti,
73269,radhakrishna  gopghat doti,mavi,shree radha krishna  gopghat doti,radha krishna  gopghat,mavi,mavi,doti,
73270,radiance vidhya niketan,,radient vidya niketan,,,,kailali,
73271,radiant montessori english school,,radiant montessori ebs  tikapur,,,pravi,kailali,
73272,radiant,mavi,radiant,,,mavi,kanchanpur,
73273,raghu nath,pravi,,,,,bajhang,
73274,raghumata,mavi,raghumata,,,mavi,bajura,
73275,raghunath adarsha technical,mavi,raghu nath adarsha,,,mavi,kailali,
73276,raghunath,mavi,shree raghunath,raghunath,mavi,mavi,doti,
73277,rainbow academy,,,,,,kailali,
73278,rainbow english boarding school,,,,,,kailali,
73279,rajaram,pravi,,,,,kailali,
73280,rajendra,avi,rajendra,,,nimavi,bajura,
73281,rajhupati,pravi,rajhupati,,,pravi,doti,
73282,ram,avi,ram  bungal raru,ram,pravi,avi,bajhang,
73283,ram janaki english boarding school,,,,,,kailali,
73284,ram janaki english school,,,,,,baitadi,
73285,ram janaki,pravi,ram janaki,,,pravi,kailali,
73286,ram janaki pra vramjanaki,avi,ram janaki,,,pravi,achham,
73287,ram,pravi,,,,,kanchanpur,
73288,ramarosan,avi,ramarosan,,,pravi,achham,
73289,rambuddha  puraina,mavi,rambuddha  puraina,,,mavi,kanchanpur,
73290,rameshwar,mavi,rameshwor  chandev,,,mavi,kanchanpur,
73291,rameshwori,mavi,rameshwori,,,mavi,bajura,
73292,ramjanaki  kalimai,pravi,,,,,kailali,
73293,ramkshetra english boarding school,,ramkshetra ebs,,,,kanchanpur,
73294,rampur model,mavi,rampur,,,mavi,doti,
73295,rampur modern acdemy,,,,,,kanchanpur,
73296,ran,avi,ran,ran  sigas kotila baitadi,avi,avi,baitadi,
73297,ranadhunga,avi,ranadhunga,,,pravi,doti,
73298,ranagau,avi,ranagau,,,pravi,achham,
73299,rangadevi  piparkoti,pravi,,,,,kailali,
73300,rangun valley boarding school,,rangoon valley child ebs katal,rangoon valley child ebs,,,dadeldhura,
73301,ranibhaunali,pravi,,,,,baitadi,
73302,ranichaur bbk,,,,,,achham,
73303,ranidurge,pravi,,,,,bajhang,
73304,ranishikhar  gothyudi,avi,,,,,darchula,
73305,ranisthan  huti,avi,ranisthan,,,pravi,darchula,
73306,ranisthan  mal,avi,ranisthan,,,pravi,darchula,
73307,ranisthan  sirad,avi,ranisthan,,,pravi,darchula,
73308,ranisthan,pravi,,,,,darchula,
73309,rashtra bhasha,mavi,rastra bhasa,,,mavi,achham,
73310,rashtriya,avi,rastrya  khaireni,rastrya,avi,avi,kailali,
73311,rashtriya,avi,rastriya,,,pravi,kailali,
73312,rashtriya  khailad kailali,mavi,rastriya  khailad kailali,rastriya  khailad,mavi,mavi,kailali,
73313,rasta gaurab academy ebs,,,,,,dadeldhura,
73314,rastra bhasha,avi,rastra bhasha,,,pravi,bajhang,
73315,rastriya,avi,rastriya  khairipur,,,avi,kailali,
73316,rastriya,avi,rastriya  amauri,,,avi,kailali,
73317,rastriya,mavi,rastriya ss patharaiya,rastriya  patharaiya,mavi,,kailali,
73318,rastriya,mavi,rastriya  bichaphanta,rastriya  bichaphanta,mavi,mavi,kanchanpur,
73319,rastriya  dattu,mavi,rastriya  dattu,rastriya  dattu,mavi,mavi,darchula,
73320,rastriya  urmi,mavi,rastriya  urmi,,,avi,kailali,
73321,rastriya  chosekada,avi,rastriya  chosekada,rastriya,pravi,avi,kailali,
73322,rastriya,avi,rastriya,,,pravi,kailali,
73323,rastriya,avi,,,,,kanchanpur,
73324,rastriya  basanta,avi,,,,,kailali,
73325,rastriya  dekhatbhuli,avi,,,,,kanchanpur,
73326,rastriya  simari,avi,,,,,kailali,
73327,rastriya,avi,rastriya  munuwa,rastriya,avi,avi,kailali,
73328,rastriya  salleri,avi,rastriya  salleri,,,avi,kailali,
73329,rastriya  taranagar,avi,,,,,kailali,
73330,rastriya bbk,,,,,,kailali,
73331,rastriya laligurans,avi,rastriya laligurans,rastrya laligurans,pravi,pravi,kailali,
73332,rastriya,mavi,,,,,kailali,
73333,rastriya  balmi,mavi,,,,,kailali,
73334,rastriya  lakkadmandi,mavi,,,,,kailali,
73335,rastriya  lokhari,mavi,,,,,kailali,
73336,rastriya  pachmudiya,mavi,,,,,kailali,
73337,rastriya  bamanpur kailali,mavi,,,,,kailali,
73338,rastriya  bhuiyaphanta,mavi,,,,,kailali,
73339,rastriya  daharberiya,mavi,rastriya,,,mavi,kailali,
73340,rastriya  motipur,mavi,,,,,kailali,
73341,rastriya  paltupur,mavi,,,,,kailali,
73342,rastriya  baskota,mavi,rastriya  baskota,,,mavi,kailali,
73343,rastriya madarsa muslim  pashupatitole,avi,rastriya madarsa muslim,,,pravi,kailali,
73344,rastriya nawa jagrit  hirapur,mavi,rastriya nawa jagrit  hirapur,rastriya nawa jagrit  hirapur chuha kailali,mavi,mavi,kailali,
73345,rastriya public english boarding school,,,,,,bajhang,
73346,rastriya,mavi,rastriya  dhusi,rastriya  ghusi,mavi,mavi,kailali,
73347,rastriya,mavi,rastriya,,,mavi,kailali,
73348,rastriya,mavi,rastrya,,,mavi,kailali,
73349,rastriya,mavi,rastriya  patabhar,rastriya,mavi,mavi,kailali,
73350,rastriya,mavi,rastrya  taranagar,rastrya,mavi,mavi,kailali,
73351,rastriya,mavi,rastriya  krishnapur pahariya kanchanpur,,,mavi,kanchanpur,
73352,rastriya  amarbasti,mavi,rastriya  amarbasti,rastriya  amarbasti,mavi,mavi,kanchanpur,
73353,rastriya  phatigda,mavi,rastriya  phatigda,rastriya,mavi,mavi,baitadi,
73354,rastriya  mahadewaly,mavi,rastriya  mahadewaly,,,mavi,kailali,
73355,rastriya  narayanpur beluwa,mavi,rastriya,rastriya  narayanpur beluwa,mavi,mavi,kailali,
73356,rastriya  thing,mavi,rastriya  thing,,,mavi,darchula,
73357,rastriya  beli,mavi,,,,,kailali,
73358,rastriya  krishnapur kaluwapur kanchanpur,mavi,,,,,kanchanpur,
73359,rastriya  shreepur palsa,mavi,rastriya,,,mavi,kailali,
73360,rastriya  solta,mavi,rastriya  ruinikot,,,mavi,kailali,
73361,rastriya tulasiram  uttarbehandi,mavi,,,,,kailali,
73362,rastrya janata,avi,,,,,kailali,
73363,rastrya,mavi,,,,,kailali,
73364,ratakot babike,,,,,,bajura,
73365,ratan basic,,ratan,,,pravi,baitadi,
73366,ratna,avi,ratna  kusina bajhang,,,avi,bajhang,
73367,ratna,avi,,,,,doti,
73368,ratna  bungal khollek,mavi,ratna,,,mavi,bajhang,
73369,ratna,mavi,ratna,,,mavi,bajura,
73370,ratna,mavi,ratna,,,mavi,bajhang,
73371,ratna,mavi,ratna  chatahari,ratna  bedkot chatahari,mavi,mavi,kanchanpur,
73372,rauleshor,pravi,,,,,baitadi,
73373,rauleshwar  ramki barayal baitadi,mavi,rauleshwar  ramki barayal surnaya baitadi,rauleseor,mavi,mavi,baitadi,
73374,rauleshwar  bijayapur,mavi,raulesheorni,,,mavi,baitadi,
73375,rauleshwor  ghattepatthar surnaya,avi,rauleshwor  ghattepatthar surnaya,rauleshwor,pravi,pravi,baitadi,
73376,rauleshwor  alital phallekhark,pravi,rauleshwor,,,pravi,dadeldhura,
73377,rauleshwor,mavi,rauleshwor,,,mavi,baitadi,
73378,rauleshwor,mavi,rauleshwor,,,mavi,baitadi,
73379,rauleshwor,mavi,rauleshwor,,,mavi,baitadi,
73380,rauleswar education academy,,,,,,kanchanpur,
73381,rayapur,avi,rayapur,,,avi,baitadi,
73382,readmore childs academy,,,,,,dadeldhura,
73383,reknown ebs trivani chowk,,,,,,kailali,
73384,renispretram ebs,,,,,,darchula,
73385,republic academy tikapur kailali,,republic academy tikapur,,,,kailali,
73386,retina international school,,,,,,kanchanpur,
73387,ridge academy school,,ridge academy school krishnapur kanchanpur,,,,kanchanpur,
73388,rilu chaur  rilu,mavi,rilu chaur,,,mavi,bajhang,
73389,rishikul,mavi,rishikul,,,mavi,achham,
73390,rising star english boarding school,,rising star ebs,,,,darchula,
73391,rising star english school,,,,,,kailali,
73392,riverline english school,,,,,,kailali,
73393,rose ebs,,,,,,kanchanpur,
